LineName,TrainNumber,StationCode,Direction,Destination
R,1,R34,forward,G33
G,1,R11,forward,G33
B,1,R33,forward,G33
R,2,R15,backward,R01
G,2,R28,backward,R01
B,2,R17,backward,R01
R,3,R42,forward,G33
G,3,R19,forward,G33
B,3,R41,forward,G33
R,4,R23,backward,R01
G,4,R03,backward,R01
B,4,R25,backward,R01
