LineName,TrainNumber,StationCode,Direction,Destination
R,1,R30,forward,G33
G,1,R30,forward,G33
B,1,R30,forward,G33
R,2,R19,backward,R01
G,2,R09,backward,R01
B,2,R20,backward,R01
R,3,R38,forward,G33
G,3,R05,forward,G33
B,3,R38,forward,G33
R,4,R27,backward,R01
G,4,R17,backward,R01
B,4,R28,backward,R01
