LineName,TrainNumber,StationCode,Direction,Destination
R,1,R01,forward,G33
G,1,R11,forward,G33
B,1,B01,forward,G33
R,2,R05,backward,R01
G,2,R28,backward,R01
B,2,R06,backward,R01
R,3,R09,forward,G33
G,3,R19,forward,G33
B,3,R08,forward,G33
R,4,R13,backward,R01
G,4,R03,backward,R01
B,4,R14,backward,R01
