LineName,TrainNumber,StationCode,Direction,Destination
R,1,R29,forward,G33
G,1,R29,forward,G33
B,1,R29,forward,G33
R,2,R20,backward,R01
G,2,R10,backward,R01
B,2,R21,backward,R01
R,3,R37,forward,G33
G,3,R04,forward,G33
B,3,R37,forward,G33
R,4,R28,backward,R01
G,4,R18,backward,R01
B,4,R29,backward,R01
