LineName,TrainNumber,StationCode,Direction,Destination
R,1,R10,forward,G33
G,1,R20,forward,G33
B,1,R09,forward,G33
R,2,R39,backward,R01
G,2,R19,backward,R01
B,2,R41,backward,R01
R,3,R18,forward,G33
G,3,R28,forward,G33
B,3,R17,forward,G33
R,4,R04,backward,R01
G,4,R27,backward,R01
B,4,R05,backward,R01
