LineName,TrainNumber,StationCode,Direction,Destination
R,1,R35,forward,G33
G,1,R12,forward,G33
B,1,R34,forward,G33
R,2,R14,backward,R01
G,2,R27,backward,R01
B,2,R16,backward,R01
R,3,R43,forward,G33
G,3,R20,forward,G33
B,3,R42,forward,G33
R,4,R22,backward,R01
G,4,R02,backward,R01
B,4,R24,backward,R01
