LineName,TrainNumber,StationCode,Direction,Destination
R,1,R15,forward,G33
G,1,R25,forward,G33
B,1,R14,forward,G33
R,2,R34,backward,R01
G,2,R14,backward,R01
B,2,R36,backward,R01
R,3,R23,forward,G33
G,3,R33,forward,G33
B,3,R22,forward,G33
R,4,R42,backward,R01
G,4,R22,backward,R01
B,4,B01,backward,R01
